#
# The Tor Project
#
# URL: https://metrics.torproject.org/platforms.csv?start=2010-01-01&end=2020-01-11
#
date,bsd,linux,macos,other,windows
2010-01-01,66,932,55,66,407
2010-01-02,66,934,58,74,428
2010-01-03,64,947,57,72,447
2010-01-04,67,944,56,77,443
2010-01-05,68,944,57,75,421
2010-01-06,67,937,61,80,431
2010-01-07,67,942,55,74,428
2010-01-08,67,946,53,76,419
2010-01-09,70,950,58,85,444
2010-01-10,71,960,62,87,449
2010-01-11,71,970,64,83,434
2010-01-12,71,955,56,81,424
2010-01-13,68,970,56,84,436
2010-01-14,68,972,58,88,426
2010-01-15,60,913,51,81,397
2010-01-16,66,955,55,84,422
2010-01-17,64,962,61,90,428
2010-01-18,66,959,60,85,421
2010-01-19,67,964,62,86,414
2010-01-20,68,940,58,91,387
2010-01-21,68,959,46,88,408
2010-01-22,68,971,43,93,419
2010-01-23,65,985,42,108,428
2010-01-24,65,973,38,109,413
2010-01-27,71,961,30,97,397
2010-01-28,74,988,28,98,399
2010-01-29,74,984,31,96,406
2010-01-30,74,980,31,98,419
2010-01-31,74,980,32,98,414
2010-02-01,73,985,32,95,395
2010-02-02,70,995,30,102,397
2010-02-03,67,989,34,101,405
2010-02-04,68,998,34,112,410
2010-02-05,71,1012,33,112,408
2010-02-06,73,1005,30,115,423
2010-02-07,73,1001,35,120,431
2010-02-08,71,1007,34,113,406
2010-02-09,68,1008,31,109,404
2010-02-10,68,1019,32,115,421
2010-02-11,69,1014,36,112,411
2010-02-12,70,1024,34,114,403
2010-02-13,70,1025,33,121,432
2010-02-14,71,1029,32,121,439
2010-02-15,72,1020,30,108,416
2010-02-16,71,1019,32,109,408
2010-02-17,69,1029,32,116,411
2010-02-18,70,1016,39,120,419
2010-02-19,74,1015,37,115,411
2010-02-20,76,1031,34,126,412
2010-02-21,78,1033,37,128,416
2010-02-22,75,1027,35,122,406
2010-02-23,72,1035,32,125,401
2010-02-24,74,1018,30,121,414
2010-02-25,73,1014,32,121,405
2010-02-26,72,1008,35,124,400
2010-02-27,77,1020,31,125,426
2010-02-28,77,1021,33,127,423
2010-03-01,72,1008,35,121,391
2010-03-02,71,1020,33,118,399
2010-03-03,73,1021,34,116,403
2010-03-04,75,1032,36,118,401
2010-03-05,73,1032,35,117,400
2010-03-06,71,1019,39,117,422
2010-03-07,71,1018,41,120,427
2010-03-09,63,979,39,110,385
2010-03-10,70,1008,39,107,402
2010-03-11,72,1007,42,102,406
2010-03-12,72,992,42,103,401
2010-03-13,74,1004,42,114,411
2010-03-14,76,1014,45,118,425
2010-03-15,74,1012,44,110,398
2010-03-16,69,1003,46,116,389
2010-03-17,69,995,42,111,397
2010-03-18,71,999,47,107,390
2010-03-19,70,1017,51,106,392
2010-03-20,72,1021,51,117,395
2010-03-21,72,1012,48,120,413
2010-03-22,74,1009,46,112,384
2010-03-23,78,1019,48,109,398
2010-03-24,76,1019,50,114,399
2010-03-25,73,1028,49,110,396
2010-03-26,77,1029,44,109,411
2010-03-27,76,1042,47,116,419
2010-03-28,75,1030,48,122,431
2010-03-29,73,1013,49,110,408
2010-03-30,74,1024,52,120,411
2010-03-31,73,1026,55,119,402
2010-04-01,75,1022,49,117,386
2010-04-02,75,1017,48,115,387
2010-04-03,77,1030,53,125,392
2010-04-04,75,1017,57,117,385
2010-04-05,71,982,57,120,402
2010-04-06,73,1012,54,112,403
2010-04-07,73,1014,52,119,401
2010-04-08,72,1009,55,121,412
2010-04-09,75,1006,53,122,402
2010-04-10,73,1010,53,120,404
2010-04-11,62,890,50,107,385
2010-04-12,61,857,43,97,331
2010-04-13,68,932,42,104,370
2010-04-14,68,917,40,96,361
2010-04-15,66,926,41,111,354
2010-04-16,67,905,39,112,347
2010-04-17,63,904,38,114,342
2010-04-18,65,907,39,117,352
2010-04-19,54,872,36,109,324
2010-04-20,53,865,37,108,314
2010-04-21,55,889,36,110,313
2010-04-22,59,886,38,108,312
2010-04-23,61,874,37,112,305
2010-04-24,61,887,36,117,314
2010-04-25,60,887,39,113,311
2010-04-26,59,889,34,103,303
2010-04-27,58,895,37,107,303
2010-04-28,59,893,36,106,295
2010-04-29,60,896,40,108,297
2010-04-30,62,887,42,112,295
2010-05-02,64,881,38,125,321
2010-05-03,63,873,37,113,305
2010-05-04,63,881,31,103,293
2010-05-05,65,901,35,110,307
2010-05-06,69,928,37,111,332
2010-05-07,69,943,37,111,336
2010-05-08,69,958,45,118,355
2010-05-09,70,964,42,125,371
2010-05-10,68,958,41,117,357
2010-05-11,65,965,43,112,354
2010-05-12,64,970,43,121,354
2010-05-13,64,973,42,124,370
2010-05-14,67,972,47,126,358
2010-05-15,68,976,47,128,366
2010-05-16,65,972,43,130,373
2010-05-17,66,984,41,126,358
2010-05-18,66,990,43,132,366
2010-05-19,66,988,46,129,361
2010-05-20,68,995,46,128,359
2010-05-21,68,1002,45,131,365
2010-05-22,67,1006,46,140,373
2010-05-23,65,1011,47,141,375
2010-05-24,64,1015,48,144,382
2010-05-25,64,1009,46,151,377
2010-05-26,65,1006,44,148,384
2010-05-27,65,1009,48,149,388
2010-05-28,65,999,51,146,386
2010-05-29,66,995,53,155,400
2010-05-30,67,996,54,166,411
2010-05-31,65,990,54,158,410
2010-06-01,66,997,54,153,399
2010-06-02,67,1006,52,153,406
2010-06-03,70,1016,46,153,416
2010-06-04,71,1021,45,143,401
2010-06-05,71,1006,48,148,406
2010-06-06,71,1006,50,151,410
2010-06-07,68,1013,52,145,399
2010-06-08,67,1021,46,143,388
2010-06-09,66,1016,50,149,398
2010-06-10,67,1023,47,143,381
2010-06-11,68,1033,50,132,380
2010-06-12,67,1030,51,133,391
2010-06-13,67,1023,51,149,413
2010-06-14,68,1025,49,142,392
2010-06-15,68,1035,47,141,393
2010-06-16,68,1031,52,136,403
2010-06-17,69,1028,52,133,393
2010-06-18,69,1037,50,137,385
2010-06-19,67,1034,50,147,416
2010-06-20,67,1039,54,152,421
2010-06-21,69,1025,51,148,397
2010-06-22,71,1040,54,145,381
2010-06-23,72,1049,60,148,385
2010-06-24,71,1062,56,149,392
2010-06-25,71,1067,57,153,391
2010-06-26,69,1374,54,166,400
2010-06-27,70,1666,50,154,402
2010-06-28,70,1319,49,153,393
2010-06-29,70,1069,40,151,396
2010-06-30,68,1056,41,154,397
2010-07-01,66,1058,42,160,389
2010-07-02,67,1070,42,158,389
2010-07-03,66,1082,45,165,385
2010-07-04,67,1082,45,164,390
2010-07-05,65,1072,43,158,385
2010-07-06,70,1070,40,159,379
2010-07-07,70,1071,42,160,373
2010-07-08,72,1063,44,158,380
2010-07-09,72,1062,46,151,374
2010-07-10,70,1058,47,151,380
2010-07-11,72,1044,51,159,377
2010-07-12,75,1042,54,161,377
2010-07-13,75,1041,50,157,378
2010-07-14,74,1046,49,159,387
2010-07-15,77,1038,52,157,383
2010-07-16,75,1035,52,149,381
2010-07-17,72,1058,51,152,377
2010-07-18,72,1054,53,166,385
2010-07-19,72,1062,48,160,381
2010-07-20,71,1078,52,164,374
2010-07-21,67,1091,52,160,393
2010-07-22,70,1088,51,161,373
2010-07-23,73,1092,51,152,374
2010-07-24,73,1094,57,153,389
2010-07-25,73,1097,54,159,391
2010-07-26,73,1112,51,158,386
2010-07-27,73,1111,52,142,374
2010-07-28,74,1121,50,155,365
2010-07-29,73,1124,49,153,366
2010-07-30,73,1113,51,146,376
2010-07-31,72,1123,53,157,386
2010-08-01,72,1134,58,153,389
2010-08-02,70,1145,54,161,384
2010-08-03,71,1142,56,150,380
2010-08-04,70,1137,57,147,380
2010-08-05,71,1147,55,148,395
2010-08-06,74,1142,55,150,406
2010-08-07,74,1149,57,159,404
2010-08-08,76,1155,63,162,402
2010-08-09,79,1153,54,150,404
2010-08-10,77,1147,53,152,396
2010-08-11,78,1152,55,152,394
2010-08-12,79,1150,54,155,384
2010-08-13,79,1140,51,155,388
2010-08-14,79,1132,54,169,404
2010-08-15,78,1150,52,183,406
2010-08-16,79,1160,53,182,393
2010-08-17,80,1160,54,183,406
2010-08-18,79,1164,59,179,395
2010-08-19,80,1161,58,173,397
2010-08-20,81,1169,64,175,400
2010-08-21,82,1174,59,173,395
2010-08-22,80,1179,60,183,407
2010-08-23,80,1183,61,185,405
2010-08-24,81,1185,61,178,403
2010-08-25,81,1178,59,162,403
2010-08-26,82,1205,53,170,392
2010-08-27,82,1212,51,174,404
2010-08-28,80,1228,56,179,409
2010-08-29,80,1218,63,186,402
2010-08-30,83,1225,58,178,401
2010-08-31,84,1227,61,186,412
2010-09-01,82,1237,62,185,409
2010-09-02,82,1214,57,177,401
2010-09-03,83,1224,56,180,403
2010-09-04,84,1220,59,187,413
2010-09-05,84,1232,60,193,413
2010-09-06,86,1235,59,187,407
2010-09-07,87,1237,59,191,414
2010-09-08,88,1227,60,187,412
2010-09-09,91,1220,57,191,419
2010-09-10,92,1201,56,188,422
2010-09-11,88,1239,57,204,436
2010-09-12,89,1233,60,205,435
2010-09-13,90,1236,60,185,418
2010-09-14,87,1238,57,181,417
2010-09-15,88,1228,64,176,416
2010-09-16,88,1222,56,168,405
2010-09-17,89,1224,58,169,417
2010-09-18,91,1245,55,176,439
2010-09-19,90,1252,61,176,439
2010-09-20,88,1253,60,163,420
2010-09-21,89,1254,57,162,421
2010-09-22,88,1234,61,164,425
2010-09-23,90,1246,62,162,456
2010-09-24,90,1220,64,173,459
2010-09-25,91,1218,59,174,460
2010-09-26,89,1244,61,181,465
2010-09-27,92,1239,56,166,456
2010-09-28,91,1239,55,161,438
2010-09-29,92,1244,60,155,440
2010-09-30,93,1233,59,153,433
2010-10-01,93,1229,64,151,424
2010-10-02,89,1228,62,172,475
2010-10-03,89,1222,65,177,593
2010-10-04,84,1217,56,158,476
2010-10-05,86,1211,52,157,459
2010-10-06,85,1226,60,161,463
2010-10-07,85,1236,58,161,469
2010-10-08,85,1227,59,166,471
2010-10-09,82,1235,62,178,503
2010-10-10,82,1232,62,166,499
2010-10-11,83,1228,61,157,470
2010-10-12,81,1238,66,160,461
2010-10-13,80,1229,60,164,456
2010-10-14,80,1228,59,157,455
2010-10-15,81,1229,59,157,462
2010-10-16,80,1238,55,171,482
2010-10-17,79,1235,65,175,502
2010-10-18,81,1229,64,161,466
2010-10-19,81,1230,66,161,476
2010-10-20,81,1217,62,168,476
2010-10-21,83,1217,57,160,470
2010-10-22,82,1201,56,157,474
2010-10-23,81,1185,57,166,464
2010-10-24,83,1213,60,155,442
2010-10-25,83,1208,56,150,427
2010-10-26,83,1202,54,154,418
2010-10-27,83,1199,53,152,425
2010-10-28,83,1208,50,151,426
2010-10-29,85,1203,50,149,421
2010-10-30,82,1196,54,156,426
2010-10-31,83,1203,57,166,417
2010-11-01,82,1205,64,163,437
2010-11-02,81,1175,61,155,417
2010-11-03,81,1167,64,150,413
2010-11-04,81,1167,68,147,393
2010-11-05,80,1178,63,153,391
2010-11-06,83,1179,64,160,407
2010-11-07,83,1175,63,158,427
2010-11-08,84,1170,59,149,400
2010-11-09,84,1162,57,151,398
2010-11-10,84,1165,57,149,404
2010-11-11,81,1173,61,154,407
2010-11-12,81,1174,59,163,413
2010-11-13,80,1172,59,171,424
2010-11-14,77,1170,64,179,420
2010-11-15,82,1176,60,160,411
2010-11-16,83,1165,55,163,394
2010-11-17,81,1150,57,161,404
2010-11-18,78,1118,55,158,397
2010-11-19,78,1084,61,156,397
2010-11-20,77,1063,67,165,399
2010-11-21,78,1048,67,167,399
2010-11-22,77,1047,65,149,388
2010-11-23,76,1050,68,151,389
2010-11-24,76,1043,62,159,394
2010-11-25,79,1036,58,159,382
2010-11-26,77,1046,59,160,372
2010-11-27,76,1050,63,177,393
2010-11-28,76,1072,65,185,385
2010-11-29,75,1087,63,174,359
2010-11-30,73,1095,64,174,363
2010-12-01,74,1114,62,173,356
2010-12-02,73,1107,66,179,359
2010-12-03,75,1115,67,182,373
2010-12-04,74,1131,65,191,392
2010-12-05,74,1157,72,196,395
2010-12-06,74,1169,74,188,387
2010-12-07,75,1193,74,184,383
2010-12-08,75,1207,73,190,390
2010-12-09,75,1200,80,192,382
2010-12-10,77,1205,81,187,394
2010-12-11,79,1231,80,207,411
2010-12-12,79,1247,85,216,421
2010-12-13,79,1244,83,195,400
2010-12-14,78,1255,83,208,393
2010-12-15,78,1281,77,202,394
2010-12-16,77,1265,73,200,384
2010-12-17,77,1259,71,192,385
2010-12-18,76,1250,73,207,403
2010-12-19,74,1270,77,212,417
2010-12-20,74,1244,73,192,383
2010-12-21,75,1250,69,193,385
2010-12-22,79,1257,76,197,373
2010-12-23,78,1262,70,198,373
2010-12-24,78,1262,68,188,374
2010-12-25,77,1267,68,176,373
2010-12-26,78,1257,72,194,376
2010-12-27,79,1271,78,192,384
2010-12-28,79,1295,70,197,387
2010-12-29,77,1297,75,190,392
2010-12-30,78,1292,73,198,405
2010-12-31,78,1303,69,200,397
2011-01-01,79,1312,70,198,398
2011-01-02,83,1314,76,203,418
2011-01-03,88,1322,84,206,404
2011-01-04,88,1341,77,211,395
2011-01-05,90,1341,82,210,405
2011-01-06,90,1349,76,213,415
2011-01-07,90,1337,77,214,408
2011-01-08,89,1354,84,224,418
2011-01-09,89,1365,79,229,417
2011-01-10,89,1355,77,206,397
2011-01-11,92,1364,82,201,391
2011-01-12,89,1341,83,196,393
2011-01-13,90,1343,80,186,389
2011-01-14,92,1346,77,190,400
2011-01-15,89,1345,83,196,412
2011-01-16,89,1341,87,207,418
2011-01-17,91,1375,82,194,394
2011-01-18,89,1380,76,199,387
2011-01-19,88,1366,72,198,403
2011-01-20,90,1386,81,200,402
2011-01-21,91,1388,82,199,400
2011-01-22,91,1400,87,197,417
2011-01-23,91,1388,78,206,407
2011-01-24,93,1382,74,187,398
2011-01-25,91,1382,75,181,375
2011-01-26,93,1393,80,173,381
2011-01-27,97,1398,81,170,372
2011-01-28,97,1419,115,199,379
2011-01-29,103,1480,131,232,403
2011-01-30,104,1511,141,251,412
2011-01-31,104,1513,138,241,397
2011-02-01,105,1515,130,237,398
2011-02-02,104,1535,125,235,390
2011-02-03,105,1556,122,241,391
2011-02-04,106,1558,120,239,404
2011-02-05,108,1563,122,241,414
2011-02-06,105,1561,122,244,416
2011-02-07,105,1544,114,227,385
2011-02-08,105,1543,107,227,379
2011-02-09,101,1548,100,231,381
2011-02-10,99,1554,102,225,361
2011-02-11,103,1548,103,231,365
2011-02-12,104,1552,110,239,385
2011-02-13,102,1561,106,250,393
2011-02-14,99,1541,104,239,373
2011-02-15,99,1550,102,236,381
2011-02-16,99,1557,108,235,388
2011-02-17,98,1555,112,236,399
2011-02-18,98,1550,110,238,388
2011-02-19,98,1563,114,238,413
2011-02-20,96,1573,113,242,416
2011-02-21,92,1576,114,238,409
2011-02-22,92,1572,112,239,406
2011-02-23,91,1580,104,230,408
2011-02-24,92,1569,106,223,411
2011-02-25,92,1556,114,229,406
2011-02-26,94,1568,111,238,417
2011-02-27,93,1556,114,236,407
2011-02-28,93,1560,115,224,396
2011-03-01,91,1556,112,220,393
2011-03-02,91,1583,111,218,381
2011-03-03,94,1596,104,212,385
2011-03-04,93,1596,108,220,384
2011-03-05,95,1599,109,224,396
2011-03-07,85,1448,97,190,337
2011-03-08,97,1598,114,209,370
2011-03-09,96,1589,104,204,378
2011-03-10,95,1593,105,202,369
2011-03-11,94,1598,108,211,361
2011-03-12,98,1607,110,227,384
2011-03-13,96,1606,114,234,389
2011-03-14,96,1598,109,217,376
2011-03-15,96,1593,104,220,374
2011-03-16,96,1593,103,215,358
2011-03-17,100,1602,107,221,342
2011-03-18,98,1616,99,234,337
2011-03-19,98,1624,105,251,341
2011-03-20,100,1627,103,237,344
2011-03-21,101,1616,99,218,338
2011-03-22,98,1608,106,221,335
2011-03-23,98,1601,103,227,335
2011-03-24,101,1622,103,233,338
2011-03-25,104,1611,102,233,338
2011-03-26,102,1617,105,237,335
2011-03-27,104,1624,111,237,348
2011-03-28,104,1614,108,221,336
2011-03-29,105,1613,99,224,338
2011-03-30,102,1618,98,214,326
2011-03-31,103,1624,92,202,328
2011-04-01,104,1629,95,203,332
2011-04-02,104,1630,97,217,346
2011-04-03,103,1633,100,228,356
2011-04-04,103,1614,97,229,348
2011-04-05,106,1608,93,223,338
2011-04-06,104,1624,91,235,341
2011-04-07,101,1618,87,225,339
2011-04-08,102,1613,86,228,348
2011-04-09,102,1632,91,237,347
2011-04-10,103,1638,94,239,349
2011-04-11,104,1615,90,225,336
2011-04-12,98,1629,92,229,328
2011-04-13,98,1633,93,226,339
2011-04-14,98,1636,92,224,334
2011-04-15,102,1637,90,227,348
2011-04-16,103,1641,91,244,354
2011-04-17,103,1644,93,237,359
2011-04-18,104,1627,86,235,356
2011-04-19,102,1631,90,227,346
2011-04-20,101,1623,91,229,340
2011-04-21,102,1620,89,228,344
2011-04-22,102,1618,91,233,341
2011-04-23,102,1616,88,224,341
2011-04-24,103,1615,93,219,341
2011-04-25,105,1606,91,227,345
2011-04-26,105,1617,91,226,355
2011-04-27,104,1607,93,224,341
2011-04-28,103,1610,89,225,331
2011-04-29,104,1615,88,229,337
2011-04-30,105,1615,84,241,341
2011-05-01,103,1617,88,232,353
2011-05-02,104,1634,85,233,348
2011-05-03,102,1629,86,219,337
2011-05-04,102,1608,86,225,346
2011-05-05,104,1608,83,216,346
2011-05-06,109,1608,81,226,351
2011-05-07,110,1620,89,235,359
2011-05-08,110,1610,95,241,357
2011-05-09,106,1603,88,234,342
2011-05-10,106,1602,90,236,337
2011-05-11,106,1596,93,239,330
2011-05-12,109,1597,91,233,340
2011-05-13,108,1612,86,222,335
2011-05-14,107,1619,85,232,341
2011-05-15,106,1644,90,237,343
2011-05-16,107,1625,86,223,333
2011-05-17,107,1620,87,219,316
2011-05-18,109,1610,83,222,319
2011-05-19,111,1609,85,222,323
2011-05-20,115,1621,82,232,330
2011-05-21,116,1621,90,221,330
2011-05-22,116,1612,86,224,326
2011-05-23,114,1598,89,215,321
2011-05-24,108,1586,88,218,325
2011-05-25,107,1569,83,223,320
2011-05-26,108,1557,84,219,332
2011-05-27,108,1552,77,227,336
2011-05-28,103,1561,82,246,327
2011-05-29,103,1553,85,237,334
2011-05-30,104,1536,83,217,325
2011-05-31,105,1544,85,215,320
2011-06-01,110,1581,90,230,332
2011-06-02,124,1637,116,261,360
2011-06-03,127,1665,114,256,356
2011-06-04,130,1687,112,261,364
2011-06-05,129,1694,112,278,367
2011-06-06,132,1701,111,264,358
2011-06-07,133,1707,109,268,367
2011-06-08,135,1717,109,262,360
2011-06-09,135,1727,111,273,370
2011-06-10,131,1728,104,279,365
2011-06-11,131,1727,104,270,369
2011-06-12,132,1720,110,276,366
2011-06-13,134,1738,110,289,383
2011-06-14,135,1737,107,282,367
2011-06-15,133,1738,100,276,361
2011-06-16,131,1734,96,279,345
2011-06-17,131,1734,100,273,348
2011-06-18,130,1741,104,281,358
2011-06-19,129,1746,101,283,374
2011-06-20,130,1723,105,277,361
2011-06-21,132,1728,105,269,350
2011-06-22,130,1747,100,285,349
2011-06-23,131,1746,101,283,338
2011-06-24,130,1731,98,289,349
2011-06-25,127,1739,102,294,352
2011-06-26,130,1733,97,297,352
2011-06-27,130,1714,97,288,337
2011-06-28,128,1722,92,288,335
2011-06-29,127,1733,91,269,327
2011-06-30,128,1743,96,269,319
2011-07-01,129,1748,94,274,336
2011-07-02,125,1763,91,268,334
2011-07-03,125,1766,92,271,340
2011-07-04,124,1750,91,272,326
2011-07-05,122,1746,86,271,330
2011-07-06,121,1743,89,276,345
2011-07-07,120,1755,98,276,337
2011-07-08,122,1750,95,287,340
2011-07-09,123,1754,101,286,346
2011-07-10,122,1760,99,287,347
2011-07-11,121,1735,101,280,335
2011-07-12,119,1751,100,269,326
2011-07-13,118,1736,101,264,326
2011-07-14,118,1734,102,264,325
2011-07-15,116,1733,100,273,330
2011-07-16,118,1734,100,275,339
2011-07-17,117,1747,102,282,334
2011-07-18,119,1742,97,276,340
2011-07-19,120,1748,98,285,330
2011-07-20,118,1740,97,271,336
2011-07-21,121,1750,88,274,332
2011-07-22,118,1760,84,268,323
2011-07-23,115,1742,86,282,346
2011-07-24,115,1742,80,288,341
2011-07-25,117,1737,81,279,334
2011-07-26,114,1742,87,273,335
2011-07-27,111,1745,87,272,334
2011-07-28,109,1750,90,274,337
2011-07-29,111,1734,86,270,334
2011-07-30,111,1739,85,288,338
2011-07-31,109,1728,94,279,338
2011-08-01,114,1726,90,264,334
2011-08-02,113,1737,89,256,333
2011-08-03,111,1732,89,258,332
2011-08-04,114,1742,86,267,328
2011-08-05,113,1739,87,254,339
2011-08-06,112,1723,100,270,350
2011-08-07,114,1711,95,271,361
2011-08-08,117,1704,95,276,355
2011-08-09,115,1708,90,265,358
2011-08-10,113,1720,86,253,345
2011-08-11,113,1723,85,250,330
2011-08-12,115,1710,83,267,330
2011-08-13,114,1703,86,282,336
2011-08-14,113,1710,92,296,336
2011-08-15,115,1698,93,287,346
2011-08-16,112,1710,87,283,349
2011-08-17,111,1708,85,282,356
2011-08-18,111,1693,88,286,351
2011-08-19,111,1690,85,293,351
2011-08-20,108,1680,85,300,362
2011-08-21,108,1669,88,297,354
2011-08-22,108,1661,82,285,359
2011-08-23,110,1653,83,275,349
2011-08-24,108,1652,87,277,345
2011-08-25,107,1673,87,281,343
2011-08-26,110,1665,86,277,352
2011-08-27,108,1663,89,294,358
2011-08-28,109,1657,91,286,351
2011-08-29,111,1664,91,275,348
2011-08-30,111,1666,89,271,349
2011-08-31,110,1673,95,276,357
2011-09-01,112,1679,91,271,347
2011-09-02,113,1674,95,270,353
2011-09-03,114,1682,91,271,356
2011-09-04,114,1668,93,266,365
2011-09-05,118,1666,90,249,367
2011-09-06,119,1667,86,245,373
2011-09-07,117,1656,87,251,363
2011-09-08,116,1665,92,242,349
2011-09-09,115,1667,89,244,360
2011-09-10,116,1671,89,244,366
2011-09-11,114,1688,93,250,365
2011-09-12,113,1674,92,234,358
2011-09-13,114,1678,90,230,361
2011-09-14,116,1688,89,229,360
2011-09-15,114,1705,93,220,360
2011-09-16,113,1707,90,215,363
2011-09-17,114,1702,96,217,384
2011-09-18,112,1706,100,215,372
2011-09-19,111,1692,98,213,364
2011-09-20,110,1683,96,213,377
2011-09-21,113,1704,93,217,375
2011-09-22,110,1698,97,209,373
2011-09-23,110,1703,94,204,377
2011-09-24,105,1704,90,216,391
2011-09-25,106,1718,89,220,381
2011-09-26,109,1710,95,217,376
2011-09-27,109,1694,87,217,391
2011-09-28,110,1697,90,208,378
2011-09-29,107,1685,84,204,379
2011-09-30,106,1697,81,211,380
2011-10-01,107,1691,83,227,401
2011-10-02,107,1686,92,220,394
2011-10-03,107,1676,87,204,380
2011-10-04,110,1669,87,200,384
2011-10-05,111,1681,93,198,388
2011-10-06,108,1669,88,195,381
2011-10-07,107,1678,91,187,377
2011-10-08,106,1666,97,198,393
2011-10-09,107,1672,98,201,403
2011-10-10,109,1676,96,193,383
2011-10-11,108,1657,99,194,378
2011-10-12,107,1652,95,194,387
2011-10-13,108,1635,91,181,372
2011-10-14,106,1610,85,184,361
2011-10-15,105,1608,84,185,375
2011-10-16,107,1609,86,181,381
2011-10-17,106,1603,85,170,358
2011-10-18,105,1598,80,169,361
2011-10-19,109,1600,80,164,381
2011-10-20,108,1596,80,166,380
2011-10-21,110,1593,78,157,378
2011-10-22,110,1586,86,163,392
2011-10-23,108,1612,91,169,400
2011-10-24,108,1615,85,160,384
2011-10-25,109,1622,81,159,398
2011-10-26,110,1628,85,161,398
2011-10-27,111,1635,85,156,401
2011-10-28,109,1633,81,150,394
2011-10-29,108,1604,80,138,420
2011-10-30,109,1627,84,121,424
2011-10-31,112,1624,78,117,433
2011-11-01,113,1631,76,116,447
2011-11-02,113,1640,80,113,439
2011-11-03,113,1641,78,109,455
2011-11-04,111,1646,76,103,440
2011-11-05,118,1631,78,96,441
2011-11-06,115,1636,83,98,446
2011-11-07,115,1631,84,89,434
2011-11-08,113,1627,76,84,440
2011-11-09,108,1630,77,75,428
2011-11-10,108,1629,79,70,430
2011-11-11,111,1630,76,75,430
2011-11-12,112,1640,80,79,431
2011-11-13,108,1650,77,77,441
2011-11-14,108,1658,77,76,438
2011-11-15,110,1671,79,76,446
2011-11-16,111,1682,80,74,458
2011-11-17,108,1672,80,71,437
2011-11-18,106,1681,79,73,456
2011-11-19,108,1689,82,73,454
2011-11-20,110,1692,81,72,458
2011-11-21,108,1685,77,68,436
2011-11-22,108,1686,77,69,451
2011-11-23,108,1706,78,72,454
2011-11-24,107,1701,81,61,446
2011-11-25,102,1646,84,67,458
2011-11-26,107,1683,88,68,470
2011-11-27,104,1687,93,72,479
2011-11-28,103,1681,85,64,456
2011-11-29,100,1673,83,65,455
2011-11-30,101,1681,87,62,457
2011-12-01,99,1691,89,61,462
2011-12-02,98,1664,96,69,463
2011-12-03,100,1680,98,67,468
2011-12-04,104,1690,99,70,481
2011-12-05,107,1701,96,71,466
2011-12-06,106,1696,88,72,461
2011-12-07,106,1705,82,67,463
2011-12-08,107,1701,85,63,462
2011-12-09,106,1711,89,62,455
2011-12-10,106,1713,91,67,471
2011-12-11,107,1730,91,70,469
2011-12-12,108,1729,93,60,455
2011-12-13,108,1718,90,64,449
2011-12-14,108,1716,83,64,457
2011-12-15,109,1722,87,58,450
2011-12-16,113,1722,89,58,464
2011-12-17,114,1716,90,55,473
2011-12-18,116,1737,88,61,465
2011-12-19,118,1712,82,61,459
2011-12-20,117,1700,82,60,455
2011-12-21,115,1710,78,56,452
2011-12-22,120,1713,73,54,473
2011-12-23,121,1718,73,56,466
2011-12-24,121,1710,71,51,470
2011-12-25,120,1709,71,47,463
2011-12-26,120,1704,75,48,464
2011-12-27,118,1711,77,48,476
2011-12-28,115,1707,79,52,472
2011-12-29,114,1701,91,49,473
2011-12-30,113,1718,90,49,479
2011-12-31,112,1712,84,45,480
2012-01-01,114,1732,90,46,470
2012-01-02,115,1755,99,49,479
2012-01-03,116,1767,97,46,493
2012-01-04,116,1778,97,47,488
2012-01-05,115,1758,90,48,503
2012-01-06,116,1758,91,48,501
2012-01-07,99,1638,84,29,462
2012-01-09,108,1723,93,36,472
2012-01-10,101,1715,89,39,506
2012-01-11,93,1660,86,26,460
2012-01-12,106,1747,89,42,474
2012-01-13,110,1798,96,43,475
2012-01-14,112,1804,91,46,507
2012-01-15,114,1815,92,44,508
2012-01-16,114,1808,91,46,499
2012-01-17,105,1760,91,40,478
2012-01-18,112,1830,87,49,514
2012-01-19,113,1825,93,44,510
2012-01-20,116,1845,95,45,535
2012-01-21,117,1873,96,47,554
2012-01-22,116,1885,95,49,559
2012-01-23,103,1808,90,35,519
2012-01-24,101,1822,92,28,529
2012-01-25,103,1822,94,29,534
2012-01-26,104,1835,91,31,523
2012-01-27,102,1856,96,30,541
2012-01-28,103,1872,95,28,550
2012-01-29,104,1870,93,29,568
2012-01-30,103,1871,94,26,536
2012-01-31,98,1871,95,25,536
2012-02-01,98,1896,101,23,547
2012-02-02,99,1890,103,22,565
2012-02-03,102,1905,102,22,569
2012-02-04,103,1926,113,25,592
2012-02-05,104,1951,112,23,612
2012-02-06,103,1943,104,22,596
2012-02-07,102,1926,105,26,584
2012-02-08,101,1922,107,27,590
2012-02-09,101,1948,109,23,583
2012-02-10,102,1957,109,22,584
2012-02-11,104,1975,115,25,619
2012-02-12,107,1984,117,28,642
2012-02-13,109,1981,117,27,635
2012-02-14,111,1990,118,26,625
2012-02-15,112,2009,115,24,598
2012-02-16,107,2004,114,25,620
2012-02-17,108,1994,111,24,619
2012-02-18,109,1999,119,25,632
2012-02-19,110,2004,113,27,650
2012-02-20,113,2001,105,25,632
2012-02-21,112,2007,110,23,620
2012-02-22,113,2015,109,22,629
2012-02-23,113,1990,110,24,622
