#
# The Tor Project
#
# URL: https://metrics.torproject.org/platforms.csv?start=2010-01-01&end=2020-01-11
#
date,bsd,linux,macos,other,windows
2014-04-08,290,4075,50,9,797
2014-04-09,284,4011,49,8,767
2014-04-10,281,4054,48,10,774
2014-04-11,283,4245,53,9,793
2014-04-12,280,4252,54,10,817
2014-04-13,276,4259,53,9,835
2014-04-14,275,4258,51,8,790
2014-04-15,282,4246,50,8,784
2014-04-16,283,4230,51,9,767
2014-04-17,279,4118,51,8,712
2014-04-18,250,3557,42,8,523
2014-04-19,254,3563,41,8,522
2014-04-20,256,3587,42,8,546
2014-04-21,257,3613,40,8,551
2014-04-22,257,3636,40,8,542
2014-04-23,257,3654,40,8,533
2014-04-24,262,3671,41,7,541
2014-04-25,261,3670,45,8,547
2014-04-26,259,3680,46,8,577
2014-04-27,258,3678,48,8,601
2014-04-28,260,3706,45,8,565
2014-04-29,267,3726,45,8,564
2014-04-30,265,3745,48,8,568
2014-05-01,268,3805,47,8,596
2014-05-02,271,3814,48,8,600
2014-05-03,265,3744,43,8,580
2014-05-04,268,3697,40,9,590
2014-05-05,280,3710,40,8,584
2014-05-06,283,3707,40,8,572
2014-05-07,286,3716,40,8,576
2014-05-08,289,3711,41,8,583
2014-05-09,282,3710,40,8,577
2014-05-10,284,3709,40,8,591
2014-05-11,287,3722,43,8,613
2014-05-12,284,3710,41,8,588
2014-05-13,283,3721,40,8,576
2014-05-14,279,3715,42,8,575
2014-05-15,281,3723,42,8,570
2014-05-16,308,3730,42,8,590
2014-05-17,308,3733,38,8,605
2014-05-18,282,3744,40,8,608
2014-05-19,311,3724,39,8,599
2014-05-20,317,3741,44,8,582
2014-05-21,314,3762,45,10,586
2014-05-22,316,3778,41,12,581
2014-05-23,316,3763,43,12,596
2014-05-24,315,3775,42,12,617
2014-05-25,315,3792,40,11,643
2014-05-26,313,3791,43,10,631
2014-05-27,319,3783,47,11,634
2014-05-28,318,3787,47,10,629
2014-05-29,315,3787,47,10,639
2014-05-30,308,3772,49,10,635
2014-05-31,309,3773,47,10,646
2014-06-01,312,3813,46,11,662
2014-06-02,313,3815,43,11,646
2014-06-03,313,3814,45,11,648
2014-06-04,312,3823,42,10,661
2014-06-05,316,3887,42,10,662
2014-06-06,318,4082,44,11,719
2014-06-07,320,4172,44,10,750
2014-06-08,323,4222,47,10,765
2014-06-09,324,4255,46,10,775
2014-06-10,325,4267,48,10,773
2014-06-11,323,4276,49,11,752
2014-06-12,326,4308,50,10,723
2014-06-13,328,4309,47,10,735
2014-06-14,328,4325,48,10,756
2014-06-15,328,4320,51,10,774
2014-06-16,330,4359,48,11,767
2014-06-17,330,4403,47,10,766
2014-06-18,331,4390,47,10,776
2014-06-19,332,4390,46,10,790
2014-06-20,331,4412,51,10,762
2014-06-21,330,4411,51,11,749
2014-06-22,305,4411,51,11,774
2014-06-23,309,4418,52,11,761
2014-06-24,326,4431,53,11,752
2014-06-25,330,4425,51,12,750
2014-06-26,333,4447,51,12,755
2014-06-27,332,4469,49,11,753
2014-06-28,331,4460,49,11,758
2014-06-29,332,4457,48,12,775
2014-06-30,298,4444,47,12,743
2014-07-01,301,4459,45,12,738
2014-07-02,306,4488,47,12,736
2014-07-03,340,4495,51,12,759
2014-07-04,346,4584,52,12,781
2014-07-05,347,4640,51,12,821
2014-07-06,348,4680,49,12,835
2014-07-07,338,4709,50,12,818
2014-07-08,259,4748,51,12,815
2014-07-09,208,4740,51,12,804
2014-07-10,207,4760,52,12,790
2014-07-11,209,4784,54,12,808
2014-07-12,206,4791,55,12,814
2014-07-13,206,4788,56,12,812
2014-07-14,205,4810,51,12,800
2014-07-15,205,4807,53,12,802
2014-07-16,204,4815,57,13,807
2014-07-17,205,4833,57,12,810
2014-07-18,204,4831,56,12,795
2014-07-19,201,4782,58,12,792
2014-07-20,201,4776,56,12,804
2014-07-21,201,4796,55,12,788
2014-07-22,204,4787,54,12,793
2014-07-23,201,4786,54,11,792
2014-07-24,199,4795,53,12,786
2014-07-25,199,4818,51,12,794
2014-07-26,202,4821,55,12,827
2014-07-27,202,4825,54,12,836
2014-07-28,199,4843,51,12,817
2014-07-29,199,4856,51,13,811
2014-07-30,202,4852,47,13,820
2014-07-31,207,4870,49,13,836
2014-08-01,207,4962,52,13,831
2014-08-02,205,5007,49,13,849
2014-08-03,205,4972,47,13,850
2014-08-04,213,5003,47,13,823
2014-08-05,210,5013,50,13,803
2014-08-06,209,5025,49,13,769
2014-08-07,209,5020,48,12,759
2014-08-08,204,5005,47,13,745
2014-08-09,206,5000,47,12,764
2014-08-10,206,5002,47,12,767
2014-08-11,204,5008,43,12,758
2014-08-12,207,5003,45,12,771
2014-08-13,208,4994,45,12,737
2014-08-14,208,4981,41,12,736
2014-08-15,208,5007,42,11,735
2014-08-16,205,4977,42,12,752
2014-08-17,206,4979,40,13,760
2014-08-18,209,4998,43,13,744
2014-08-19,210,5004,44,12,735
2014-08-20,210,5010,45,13,734
2014-08-21,208,4991,44,13,739
2014-08-22,206,5022,44,13,736
2014-08-23,211,5019,44,12,759
2014-08-24,211,5009,45,14,772
2014-08-25,209,5015,43,14,772
2014-08-26,211,5012,41,14,748
2014-08-27,213,5000,41,13,750
2014-08-28,213,5005,44,14,749
2014-08-29,213,4982,44,14,761
2014-08-30,214,4987,43,14,787
2014-08-31,217,4993,42,14,781
2014-09-01,221,5073,43,14,760
2014-09-02,222,5112,43,14,761
2014-09-03,219,5090,42,14,763
2014-09-04,220,5130,41,14,770
2014-09-05,219,5116,42,13,779
2014-09-06,222,5115,40,14,786
2014-09-07,217,5132,43,13,810
2014-09-08,216,5133,44,14,791
2014-09-09,220,5117,42,13,797
2014-09-10,221,5108,42,14,767
2014-09-11,222,5124,41,14,754
2014-09-12,221,5111,42,13,773
2014-09-13,221,5102,43,13,796
2014-09-14,215,5111,42,13,822
2014-09-15,213,5116,41,13,781
2014-09-16,216,5116,44,13,774
2014-09-17,215,5109,43,14,771
2014-09-18,213,5129,44,14,783
2014-09-19,211,5117,48,13,775
2014-09-20,212,5140,46,14,786
2014-09-21,213,5135,44,14,804
2014-09-22,214,5155,41,13,766
2014-09-23,212,5146,43,13,764
2014-09-24,214,5131,39,14,757
2014-09-25,214,5134,40,14,755
2014-09-26,214,5150,39,14,757
2014-09-27,214,5125,41,14,771
2014-09-28,210,5122,39,14,786
2014-09-29,210,5121,36,14,761
2014-09-30,212,5144,36,13,789
2014-10-01,217,5229,38,13,782
2014-10-02,220,5247,39,13,780
2014-10-03,220,5236,41,13,783
2014-10-04,223,5265,39,12,803
2014-10-05,222,5288,39,12,826
2014-10-06,222,5253,38,11,783
2014-10-07,222,5262,38,11,796
2014-10-08,226,5292,40,12,789
2014-10-09,226,5336,36,12,798
2014-10-10,225,5371,36,12,797
2014-10-11,222,5375,39,12,828
2014-10-12,219,5364,38,13,849
2014-10-13,218,5370,38,13,831
2014-10-14,219,5362,37,13,844
2014-10-15,218,5361,37,13,823
2014-10-16,218,5360,38,12,798
2014-10-17,219,5382,37,13,800
2014-10-18,221,5404,37,13,816
2014-10-19,222,5416,35,13,847
2014-10-20,224,5438,32,13,819
2014-10-21,226,5442,36,13,807
2014-10-22,224,5456,37,13,813
2014-10-23,223,5426,35,13,809
2014-10-24,223,5410,35,13,800
2014-10-25,223,5413,39,12,812
2014-10-26,223,5407,40,13,822
2014-10-27,219,5419,39,13,805
2014-10-28,222,5421,42,13,815
2014-10-29,217,5408,41,13,810
2014-10-30,216,5415,36,14,809
2014-10-31,217,5423,36,13,810
2014-11-01,221,5465,36,13,828
2014-11-02,223,5495,37,13,858
2014-11-03,220,5468,37,13,813
2014-11-04,217,5509,38,12,810
2014-11-05,218,5512,38,12,808
2014-11-06,217,5513,38,13,808
2014-11-07,217,5496,36,12,805
2014-11-08,217,5498,40,13,829
2014-11-09,215,5479,42,13,869
2014-11-10,216,5473,41,13,824
2014-11-11,217,5485,39,12,833
2014-11-12,218,5453,38,13,805
2014-11-13,215,5467,38,13,798
2014-11-14,218,5497,37,13,823
2014-11-15,220,5509,39,13,841
2014-11-16,219,5518,39,13,856
2014-11-17,218,5527,38,13,833
2014-11-18,222,5516,37,14,827
2014-11-19,223,5490,39,14,823
2014-11-20,224,5518,39,14,808
2014-11-21,220,5589,40,14,813
2014-11-22,224,5588,38,14,815
2014-11-23,229,5568,37,14,839
2014-11-24,229,5586,38,14,819
2014-11-25,229,5587,35,14,812
2014-11-26,229,5559,37,14,818
2014-11-27,228,5558,40,14,803
2014-11-28,227,5582,37,14,802
2014-11-29,227,5602,38,14,804
2014-11-30,227,5605,36,14,825
2014-12-01,232,5654,36,14,809
2014-12-02,229,5702,35,14,808
2014-12-03,234,5667,32,14,793
2014-12-04,235,5710,33,14,788
2014-12-05,234,5705,35,15,802
2014-12-06,232,5693,35,15,815
2014-12-07,231,5682,34,14,816
2014-12-08,231,5684,35,14,786
2014-12-09,230,5691,37,14,787
2014-12-10,228,5678,36,14,768
2014-12-11,228,5654,36,13,761
2014-12-12,232,5615,35,12,770
2014-12-13,233,5608,36,12,780
2014-12-14,234,5594,36,12,793
2014-12-15,228,5573,35,12,742
2014-12-16,233,5603,36,12,775
2014-12-17,233,5604,36,12,758
2014-12-18,233,5598,37,12,762
2014-12-19,235,5578,35,12,777
2014-12-20,238,5573,37,12,788
2014-12-21,234,5538,35,12,791
2014-12-22,236,5545,35,12,767
2014-12-23,237,5640,36,11,772
2014-12-24,236,5648,36,12,750
2014-12-25,235,5644,33,12,755
2014-12-26,237,6921,35,12,752
2014-12-27,238,5676,36,12,770
2014-12-28,242,5647,36,12,776
2014-12-29,246,5651,34,12,775
2014-12-30,248,5705,35,12,780
2014-12-31,248,5675,32,12,775
2015-01-01,251,5746,32,12,790
2015-01-02,251,5796,35,12,823
2015-01-03,251,5840,35,13,827
2015-01-04,260,5912,37,13,830
2015-01-05,264,5956,36,13,807
2015-01-06,264,5970,39,13,805
2015-01-07,273,5991,39,13,803
2015-01-08,271,5999,40,13,829
2015-01-09,270,5967,37,12,816
2015-01-10,266,5916,39,12,827
2015-01-11,264,5914,42,12,849
2015-01-12,265,5877,36,15,824
2015-01-13,266,5845,37,16,808
2015-01-14,269,5845,38,17,794
2015-01-15,273,5838,37,17,800
2015-01-16,269,5845,37,16,812
2015-01-17,265,5841,37,18,842
2015-01-18,262,5841,37,17,863
2015-01-19,262,5856,36,18,832
2015-01-20,262,5885,36,18,822
2015-01-21,258,5875,37,18,804
2015-01-22,255,5860,34,17,796
2015-01-23,256,5828,36,18,804
2015-01-24,256,5803,35,18,828
2015-01-25,259,5800,38,14,833
2015-01-26,261,5786,36,13,797
2015-01-27,255,5780,37,15,800
2015-01-28,253,5762,38,14,810
2015-01-29,252,5799,38,14,801
2015-01-30,260,5799,37,14,813
2015-01-31,260,5792,39,14,841
2015-02-01,267,5858,38,14,843
2015-02-02,269,5870,34,13,800
2015-02-03,269,5850,36,15,788
2015-02-04,273,5894,39,15,795
2015-02-05,272,5902,39,14,795
2015-02-06,276,5891,40,14,803
2015-02-07,275,5903,39,14,817
2015-02-08,274,5918,41,13,824
2015-02-09,272,5924,39,13,775
2015-02-10,272,5909,37,13,775
2015-02-11,275,5917,38,13,746
2015-02-12,274,5930,39,13,739
2015-02-13,273,5934,42,13,732
2015-02-14,271,5919,41,13,769
2015-02-15,272,5906,41,13,779
2015-02-16,269,5917,41,13,739
2015-02-17,268,5921,38,13,727
2015-02-18,266,5912,35,12,733
2015-02-19,263,5901,38,12,711
2015-02-20,266,5886,37,13,725
2015-02-21,265,5885,38,13,743
2015-02-22,264,5878,39,13,740
2015-02-23,268,5859,40,13,720
2015-02-24,269,5844,38,13,709
2015-02-25,270,5841,36,13,701
2015-02-26,266,5799,37,13,690
2015-02-27,267,5790,38,13,685
2015-02-28,270,5773,35,13,708
2015-03-01,273,5867,37,13,727
2015-03-02,275,5877,37,13,685
2015-03-03,276,5880,39,12,684
2015-03-04,277,5897,39,13,679
2015-03-05,277,5905,37,13,671
2015-03-06,275,5921,38,13,672
2015-03-07,275,5898,38,12,682
2015-03-08,275,5903,36,13,689
2015-03-09,272,5927,37,13,662
2015-03-10,272,5916,34,13,663
2015-03-11,269,5909,31,13,651
2015-03-12,269,5878,33,13,633
2015-03-13,267,5873,35,12,634
2015-03-14,266,5870,34,13,671
2015-03-15,261,5842,36,13,682
2015-03-16,262,5826,35,13,646
2015-03-17,261,5799,35,13,625
2015-03-18,262,5797,36,13,623
2015-03-19,258,5791,37,14,628
2015-03-20,262,5805,36,13,629
2015-03-21,263,5789,36,12,661
2015-03-22,262,5779,35,12,667
2015-03-23,264,5794,34,13,618
2015-03-24,265,5783,37,13,632
2015-03-25,264,5771,36,13,619
2015-03-26,258,5755,35,12,622
2015-03-27,257,5718,34,12,620
2015-03-28,256,5642,34,12,626
2015-03-29,256,5631,32,12,629
2015-03-30,255,5638,33,12,608
2015-03-31,249,5635,34,12,599
2015-04-01,252,5784,33,12,595
2015-04-02,251,5802,32,12,579
2015-04-03,254,5773,33,12,595
2015-04-04,257,5824,34,12,594
2015-04-05,257,5831,34,12,595
2015-04-06,256,5849,31,12,601
2015-04-07,252,5869,33,12,582
2015-04-08,248,5852,32,13,569
2015-04-09,244,5851,32,12,560
2015-04-10,244,5833,33,11,561
2015-04-11,248,5820,32,12,574
2015-04-12,249,5813,31,12,564
2015-04-13,250,5815,33,11,555
2015-04-14,251,5824,33,12,553
2015-04-15,251,5844,32,12,541
2015-04-16,251,5845,33,13,547
2015-04-17,250,5854,34,13,562
2015-04-18,248,5832,34,13,582
2015-04-19,251,5816,36,13,595
2015-04-20,248,5838,36,13,564
2015-04-21,246,5855,38,13,564
2015-04-22,247,5822,38,14,558
2015-04-23,244,5801,37,14,571
2015-04-24,243,5747,36,14,563
2015-04-25,243,5728,36,14,569
2015-04-26,245,5723,38,14,566
2015-04-27,245,5712,39,13,553
2015-04-28,242,5681,38,13,559
2015-04-29,240,5660,38,13,547
2015-04-30,238,5637,37,13,552
2015-05-01,242,5700,36,14,564
2015-05-02,245,5750,37,13,565
2015-05-03,253,5759,39,13,558
2015-05-04,256,5807,40,13,542
2015-05-05,254,5807,37,13,529
2015-05-06,256,5830,36,13,530
2015-05-07,257,5821,36,14,536
2015-05-08,257,5796,35,14,534
2015-05-09,255,5780,38,14,542
2015-05-10,255,5760,39,13,542
2015-05-11,259,5790,38,13,523
2015-05-12,259,5786,37,13,523
2015-05-13,261,5776,37,13,514
2015-05-14,261,5758,37,13,523
2015-05-15,261,5775,35,13,523
2015-05-16,261,5801,34,14,534
2015-05-17,263,5805,32,14,537
2015-05-18,259,5805,32,12,526
2015-05-19,257,5841,35,12,521
2015-05-20,255,5842,36,12,523
2015-05-21,255,5810,35,12,519
2015-05-22,259,5829,34,11,518
2015-05-23,262,5840,34,12,524
2015-05-24,261,5844,34,13,531
2015-05-25,260,5862,35,13,535
2015-05-26,261,5874,35,13,520
2015-05-27,261,5850,35,13,506
2015-05-28,262,5845,34,12,499
2015-05-29,264,5841,35,12,509
2015-05-30,265,5810,35,12,531
2015-05-31,265,5778,33,13,531
2015-06-01,272,5801,35,13,516
2015-06-02,271,5821,35,13,513
2015-06-03,273,5846,34,13,505
2015-06-04,275,5963,32,13,503
2015-06-05,275,5908,33,13,494
2015-06-06,270,5840,32,12,487
2015-06-07,274,5842,32,13,490
2015-06-08,274,5820,32,13,486
2015-06-09,274,5788,32,13,488
2015-06-10,276,5836,34,13,490
2015-06-11,277,5832,34,13,484
2015-06-12,279,5827,34,15,495
2015-06-13,281,5808,31,15,514
2015-06-14,281,5730,31,15,502
2015-06-15,278,5754,31,15,487
2015-06-16,279,5830,32,16,496
2015-06-17,278,5818,32,15,499
2015-06-18,278,5795,31,14,497
2015-06-19,279,5817,31,14,505
2015-06-20,282,5828,33,14,512
2015-06-21,284,5805,34,14,537
2015-06-22,285,5828,35,14,512
2015-06-23,280,5856,34,13,510
2015-06-24,284,5872,33,13,508
2015-06-25,288,5875,33,14,502
2015-06-26,284,5873,31,16,494
2015-06-27,284,5867,31,15,495
2015-06-28,282,5857,29,15,514
2015-06-29,285,5832,28,15,493
2015-06-30,283,5820,30,15,483
2015-07-01,285,5812,31,15,486
2015-07-02,288,5864,31,15,481
2015-07-03,292,5861,30,15,487
2015-07-04,291,5879,30,15,483
2015-07-05,285,5863,30,15,490
2015-07-06,284,5868,30,15,476
2015-07-07,282,5818,30,15,475
2015-07-08,284,5751,30,15,471
2015-07-09,285,5814,32,14,479
2015-07-10,288,5789,31,14,471
2015-07-11,290,5782,29,14,475
2015-07-12,292,5767,30,14,482
2015-07-13,294,5764,29,15,475
2015-07-14,297,5745,29,15,468
2015-07-15,300,5734,33,15,461
2015-07-16,300,5729,32,15,449
2015-07-17,298,5735,32,15,447
2015-07-18,297,5732,32,14,456
2015-07-19,293,5735,31,13,459
2015-07-20,297,5740,32,13,453
2015-07-21,293,5727,30,13,440
2015-07-22,288,5701,30,14,438
2015-07-23,291,5695,31,14,456
2015-07-24,287,5667,29,14,449
2015-07-25,287,5616,27,14,441
2015-07-26,287,5625,26,14,440
2015-07-27,289,5623,27,14,426
2015-07-28,285,5626,26,14,425
2015-07-29,286,5627,25,13,420
2015-07-30,285,5596,25,13,409
2015-07-31,291,5551,26,13,400
2015-08-01,297,5617,25,13,411
2015-08-02,293,5632,28,13,431
2015-08-03,291,5557,28,12,403
2015-08-04,287,5570,28,13,416
2015-08-05,289,5563,27,13,414
2015-08-06,291,5585,27,14,418
2015-08-07,293,5590,25,14,420
2015-08-08,293,5592,24,13,424
2015-08-09,290,5593,26,13,426
2015-08-10,288,5578,26,13,407
2015-08-11,291,5568,25,13,408
2015-08-12,291,5565,25,13,409
2015-08-13,288,5548,26,13,405
2015-08-14,288,5537,27,13,412
2015-08-15,287,5531,24,13,419
2015-08-16,285,5532,23,14,422
2015-08-17,285,5532,22,13,404
2015-08-18,283,5525,27,13,396
2015-08-19,286,5512,27,13,403
2015-08-20,291,5515,26,13,407
2015-08-21,292,5527,25,13,412
2015-08-22,293,5493,26,13,420
2015-08-23,293,5475,27,13,437
2015-08-24,289,5476,27,13,426
2015-08-25,287,5524,28,13,428
2015-08-26,287,5529,29,13,423
2015-08-27,284,5539,29,13,431
2015-08-28,283,5545,28,13,421
2015-08-29,284,5548,29,13,425
2015-08-30,284,5528,28,13,439
2015-08-31,282,5524,25,14,432
2015-09-01,290,5604,27,14,430
2015-09-02,294,5655,27,13,424
2015-09-03,293,5654,27,13,422
2015-09-04,293,5679,27,13,424
2015-09-05,291,5675,25,13,430
2015-09-06,292,5685,26,13,428
2015-09-07,291,5688,27,13,411
2015-09-08,289,5685,28,13,413
2015-09-09,287,5666,27,13,402
2015-09-10,288,5651,28,13,398
2015-09-11,289,5647,28,13,407
2015-09-12,292,5637,29,13,420
2015-09-13,298,5637,29,13,431
2015-09-14,301,5652,27,13,424
2015-09-15,303,5713,28,13,429
2015-09-16,303,5691,28,13,427
2015-09-17,306,5711,25,13,432
2015-09-18,308,5746,27,13,422
2015-09-19,307,5749,26,13,427
2015-09-20,303,5748,27,13,439
2015-09-21,300,5742,29,13,417
2015-09-22,299,5721,28,13,428
2015-09-23,301,5738,28,12,425
2015-09-24,301,5742,29,12,424
2015-09-25,298,5754,26,12,432
2015-09-26,298,5765,28,12,436
2015-09-27,300,5761,28,12,437
2015-09-28,295,5799,28,12,427
2015-09-29,294,5807,27,13,425
2015-09-30,295,5806,26,13,425
2015-10-01,302,5902,26,13,407
2015-10-02,299,5931,26,13,414
2015-10-03,302,5927,25,13,424
2015-10-04,304,5941,24,13,431
2015-10-05,306,5931,23,12,405
2015-10-06,306,5888,24,12,405
2015-10-07,303,5848,23,12,397
2015-10-08,305,5851,23,12,404
2015-10-09,307,5831,23,12,398
2015-10-10,307,5814,24,12,404
2015-10-11,303,5820,24,11,415
2015-10-12,305,5797,25,11,407
2015-10-13,308,5797,24,11,399
2015-10-14,309,5787,24,11,400
2015-10-15,310,5793,24,11,398
2015-10-16,308,5773,25,12,404
2015-10-17,314,5776,26,13,401
2015-10-18,318,5782,25,13,404
2015-10-19,319,5780,26,13,385
2015-10-20,318,5783,25,13,395
2015-10-21,318,5787,25,13,396
2015-10-22,313,5795,25,13,398
2015-10-23,312,5808,26,13,396
2015-10-24,313,5834,26,13,417
2015-10-25,315,5838,23,13,423
2015-10-26,316,5847,22,13,411
2015-10-27,318,5867,23,13,406
2015-10-28,316,5861,22,12,406
2015-10-29,317,5829,22,11,402
2015-10-30,317,5827,23,12,400
2015-10-31,316,5963,23,12,413
2015-11-01,325,6059,24,12,418
2015-11-02,328,6008,25,12,394
2015-11-03,331,5921,25,12,402
2015-11-04,331,5935,25,13,405
2015-11-05,326,5931,25,13,399
2015-11-06,324,5929,24,13,403
2015-11-07,327,5932,24,12,426
2015-11-08,327,5918,26,11,431
2015-11-09,328,5932,25,12,411
2015-11-10,329,5932,26,12,406
2015-11-11,327,5974,27,12,417
2015-11-12,329,5970,25,11,411
2015-11-13,332,5931,26,12,404
2015-11-14,333,5932,25,11,410
2015-11-15,334,5918,22,12,426
2015-11-16,335,5942,23,11,390
2015-11-17,338,5940,21,11,395
2015-11-18,341,5959,23,11,395
2015-11-19,341,5983,22,11,396
2015-11-20,342,6001,22,10,401
2015-11-21,340,6015,22,8,422
2015-11-22,340,5993,24,6,422
2015-11-23,341,5983,23,5,401
2015-11-24,344,5971,22,4,396
2015-11-26,345,5972,23,4,394
2015-11-27,345,5984,26,5,390
2015-11-28,342,5973,26,5,401
2015-11-29,347,5971,22,5,414
2015-11-30,346,5950,24,4,394
2015-12-01,348,6052,25,5,384
2015-12-02,348,6101,26,5,384
2015-12-03,345,6094,25,5,379
2015-12-04,347,6139,25,5,384
2015-12-05,345,6158,25,5,397
2015-12-06,346,6159,26,5,404
2015-12-08,351,6205,26,6,392
2015-12-09,350,6212,26,7,381
2015-12-10,351,6228,27,6,377
2015-12-11,354,6228,24,6,398
2015-12-12,354,6223,25,7,397
2015-12-13,354,6211,24,7,415
2015-12-14,353,6203,24,8,387
2015-12-15,353,6208,23,9,386
2015-12-16,352,6239,23,8,385
