#
# The Tor Project
#
# URL: https://metrics.torproject.org/networksize.csv?start=2010-01-01&end=2019-11-27
#
date,relays,bridges
2010-01-01,1528,365
2010-01-02,1561,344
2010-01-03,1590,381
2010-01-04,1588,317
2010-01-05,1567,397
2010-01-06,1577,418
2010-01-07,1567,410
2010-01-08,1563,392
2010-01-09,1608,371
2010-01-10,1630,424
2010-01-11,1624,403
2010-01-12,1588,353
2010-01-13,1615,435
2010-01-14,1614,413
2010-01-15,1504,413
2010-01-16,1584,430
2010-01-17,1606,445
2010-01-18,1594,408
2010-01-19,1596,447
2010-01-20,1546,451
2010-01-21,1571,432
2010-01-22,1596,443
2010-01-23,1630,452
2010-01-24,1584,449
2010-01-25,682,386
2010-01-26,1113,439
2010-01-27,1558,457
2010-01-28,1589,459
2010-01-29,1594,453
2010-01-30,1604,456
2010-01-31,1600,478
2010-02-01,1583,464
2010-02-02,1596,472
2010-02-03,1599,468
2010-02-04,1623,464
2010-02-05,1638,467
2010-02-06,1648,471
2010-02-07,1662,470
2010-02-08,1632,479
2010-02-09,1622,478
2010-02-10,1656,481
2010-02-11,1644,492
2010-02-12,1646,500
2010-02-13,1683,502
2010-02-14,1695,503
2010-02-15,1648,501
2010-02-16,1641,499
2010-02-17,1659,510
2010-02-18,1666,499
2010-02-19,1655,499
2010-02-20,1680,497
2010-02-21,1694,501
2010-02-22,1667,501
2010-02-23,1667,500
2010-02-24,1659,497
2010-02-25,1647,501
2010-02-26,1641,504
2010-02-27,1681,507
2010-02-28,1683,496
2010-03-01,1628,487
2010-03-02,1643,490
2010-03-03,1649,487
2010-03-04,1664,487
2010-03-05,1660,473
2010-03-06,1670,482
2010-03-07,1680,478
2010-03-08,1450,476
2010-03-09,1577,461
2010-03-10,1628,468
2010-03-11,1630,306
2010-03-12,1612,485
2010-03-13,1647,482
2010-03-14,1679,489
2010-03-15,1639,475
2010-03-16,1626,464
2010-03-17,1616,435
2010-03-18,1616,462
2010-03-19,1636,468
2010-03-20,1658,473
2010-03-21,1667,490
2010-03-22,1632,471
2010-03-23,1653,475
2010-03-24,1660,472
2010-03-25,1658,476
2010-03-26,1672,477
2010-03-27,1702,484
2010-03-28,1707,488
2010-03-29,1655,485
2010-03-30,1684,486
2010-03-31,1676,473
2010-04-01,1650,472
2010-04-02,1644,487
2010-04-03,1679,486
2010-04-04,1653,477
2010-04-05,1633,478
2010-04-06,1657,476
2010-04-07,1662,482
2010-04-08,1671,488
2010-04-09,1661,483
2010-04-10,1661,493
2010-04-11,1494,497
2010-04-12,1391,482
2010-04-13,1519,480
2010-04-14,1484,479
2010-04-15,1500,478
2010-04-16,1471,477
2010-04-17,1464,493
2010-04-18,1482,494
2010-04-19,1398,486
2010-04-20,1380,433
2010-04-21,1405,489
2010-04-22,1405,481
2010-04-23,1390,487
2010-04-24,1417,506
2010-04-25,1413,503
2010-04-26,1390,483
2010-04-27,1401,481
2010-04-28,1391,480
2010-04-29,1403,488
2010-04-30,1400,489
2010-05-01,1410,481
2010-05-02,1431,486
2010-05-03,1393,477
2010-05-04,1374,480
2010-05-05,1420,484
2010-05-06,1479,477
2010-05-07,1498,482
2010-05-08,1547,484
2010-05-09,1574,483
2010-05-10,1542,477
2010-05-11,1541,480
2010-05-12,1554,473
2010-05-13,1576,469
2010-05-14,1572,470
2010-05-15,1586,483
2010-05-16,1585,488
2010-05-17,1578,477
2010-05-18,1600,484
2010-05-19,1592,477
2010-05-20,1598,483
2010-05-21,1613,484
2010-05-22,1634,490
2010-05-23,1642,493
2010-05-24,1655,484
2010-05-25,1650,484
2010-05-26,1648,472
2010-05-27,1660,469
2010-05-28,1648,477
2010-05-29,1671,493
2010-05-30,1696,496
2010-05-31,1679,482
2010-06-01,1671,483
2010-06-02,1687,471
2010-06-03,1702,470
2010-06-04,1684,464
2010-06-05,1682,472
2010-06-06,1691,472
2010-06-07,1680,465
2010-06-08,1667,480
2010-06-09,1681,465
2010-06-10,1663,470
2010-06-11,1666,475
2010-06-12,1675,485
2010-06-13,1705,491
2010-06-14,1678,474
2010-06-15,1686,469
2010-06-16,1692,475
2010-06-17,1677,467
2010-06-18,1681,480
2010-06-19,1716,481
2010-06-20,1733,491
2010-06-21,1691,485
2010-06-22,1692,487
2010-06-23,1716,478
2010-06-24,1731,480
2010-06-25,1740,489
2010-06-26,2064,493
2010-06-27,2344,496
2010-06-28,1985,494
2010-06-29,1726,492
2010-06-30,1718,487
2010-07-01,1715,475
2010-07-02,1728,487
2010-07-03,1745,479
2010-07-04,1750,486
2010-07-05,1724,472
2010-07-06,1720,491
2010-07-07,1718,481
2010-07-08,1719,490
2010-07-09,1706,484
2010-07-10,1708,491
2010-07-11,1706,496
2010-07-12,1711,468
2010-07-13,1703,462
2010-07-14,1716,449
2010-07-15,1709,
2010-07-16,1693,
2010-07-17,1713,
2010-07-18,1732,
2010-07-19,1725,
2010-07-20,1742,
2010-07-21,1765,
2010-07-22,1744,
2010-07-23,1743,
2010-07-24,1768,
2010-07-25,1777,
2010-07-26,1783,
2010-07-27,1754,493
2010-07-28,1767,472
2010-07-29,1767,469
2010-07-30,1761,454
2010-07-31,1793,429
2010-08-01,1808,480
2010-08-02,1816,476
2010-08-03,1801,468
2010-08-04,1794,471
2010-08-05,1818,469
2010-08-06,1828,469
2010-08-07,1845,474
2010-08-08,1860,475
2010-08-09,1842,475
2010-08-10,1827,477
2010-08-11,1832,478
2010-08-12,1824,474
2010-08-13,1815,478
2010-08-14,1840,488
2010-08-15,1871,484
2010-08-16,1868,486
2010-08-17,1885,475
2010-08-18,1878,483
2010-08-19,1871,493
2010-08-20,1890,473
2010-08-21,1884,487
2010-08-22,1911,491
2010-08-23,1916,485
2010-08-24,1910,489
2010-08-25,1886,487
2010-08-26,1903,497
2010-08-27,1925,483
2010-08-28,1954,509
2010-08-29,1951,504
2010-08-30,1946,494
2010-08-31,1971,494
2010-09-01,1977,481
2010-09-02,1933,486
2010-09-03,1947,498
2010-09-04,1965,505
2010-09-05,1983,503
2010-09-06,1977,495
2010-09-07,1990,489
2010-09-08,1977,489
2010-09-09,1979,489
2010-09-10,1962,498
2010-09-11,2026,501
2010-09-12,2023,512
2010-09-13,1990,490
2010-09-14,1982,487
2010-09-15,1974,478
2010-09-16,1940,482
2010-09-17,1960,497
2010-09-18,2008,495
2010-09-19,2020,503
2010-09-20,1986,506
2010-09-21,1985,496
2010-09-22,1973,494
2010-09-23,2019,494
2010-09-24,2008,488
2010-09-25,2004,492
2010-09-26,2041,505
2010-09-27,2011,485
2010-09-28,1986,490
2010-09-29,1992,481
2010-09-30,1973,478
2010-10-01,1963,490
2010-10-02,2027,492
2010-10-03,2147,497
2010-10-04,1992,487
2010-10-05,1968,491
2010-10-06,1995,491
2010-10-07,2011,498
2010-10-08,2011,487
2010-10-09,2062,501
2010-10-10,2043,509
2010-10-11,2001,504
2010-10-12,2008,498
2010-10-13,1991,497
2010-10-14,1981,499
2010-10-15,1990,507
2010-10-16,2028,511
2010-10-17,2058,505
2010-10-18,2002,501
2010-10-19,2016,492
2010-10-20,2006,500
2010-10-21,1989,491
2010-10-22,1972,498
2010-10-23,1955,508
2010-10-24,1955,503
2010-10-25,1926,491
2010-10-26,1913,497
2010-10-27,1915,479
2010-10-28,1920,475
2010-10-29,1910,494
2010-10-30,1917,496
2010-10-31,1928,490
2010-11-01,1953,487
2010-11-02,1891,485
2010-11-03,1877,484
2010-11-04,1859,480
2010-11-05,1867,487
2010-11-06,1896,489
2010-11-07,1908,501
2010-11-08,1863,486
2010-11-09,1854,486
2010-11-10,1860,487
2010-11-11,1878,499
2010-11-12,1893,492
2010-11-13,1908,497
2010-11-14,1913,499
2010-11-15,1891,487
2010-11-16,1863,490
2010-11-17,1855,483
2010-11-18,1808,472
2010-11-19,1778,460
2010-11-20,1772,468
2010-11-21,1761,461
2010-11-22,1729,453
2010-11-23,1735,452
2010-11-24,1736,445
2010-11-25,1716,459
2010-11-26,1716,453
2010-11-27,1762,467
2010-11-28,1785,485
2010-11-29,1760,477
2010-11-30,1771,482
2010-12-01,1780,482
2010-12-02,1786,477
2010-12-03,1814,478
2010-12-04,1855,491
2010-12-05,1897,495
2010-12-06,1895,486
2010-12-07,1912,491
2010-12-08,1937,489
2010-12-09,1930,494
2010-12-10,1946,493
2010-12-11,2009,504
2010-12-12,2050,513
2010-12-13,2003,499
2010-12-14,2019,509
2010-12-15,2033,511
2010-12-16,2000,497
2010-12-17,1985,497
2010-12-18,2011,518
2010-12-19,2051,525
2010-12-20,1968,510
2010-12-21,1973,504
2010-12-22,1983,512
2010-12-23,1982,518
2010-12-24,1972,504
2010-12-25,1963,498
2010-12-26,1978,494
2010-12-27,2007,501
2010-12-28,2030,504
2010-12-29,2033,497
2010-12-30,2047,489
2010-12-31,2048,507
2011-01-01,2059,509
2011-01-02,2096,531
2011-01-03,2106,529
2011-01-04,2114,536
2011-01-05,2130,537
2011-01-06,2145,537
2011-01-07,2128,540
2011-01-08,2171,548
2011-01-09,2181,559
2011-01-10,2125,535
2011-01-11,2131,539
2011-01-12,2104,528
2011-01-13,2090,529
2011-01-14,2108,519
2011-01-15,2127,557
2011-01-16,2145,456
2011-01-17,2138,387
2011-01-18,2133,551
2011-01-19,2129,559
2011-01-20,2160,553
2011-01-21,2162,565
2011-01-22,2195,575
2011-01-23,2172,580
2011-01-24,2137,555
2011-01-25,2106,554
2011-01-26,2122,562
2011-01-27,2120,457
2011-01-28,2210,545
2011-01-29,2350,733
2011-01-30,2421,774
2011-01-31,2396,711
2011-02-01,2388,707
2011-02-02,2391,707
2011-02-03,2417,707
2011-02-04,2429,707
2011-02-05,2450,707
2011-02-06,2449,707
2011-02-07,2377,707
2011-02-08,2362,707
2011-02-09,2363,707
2011-02-10,2344,707
2011-02-11,2351,707
2011-02-12,2391,707
2011-02-13,2414,707
2011-02-14,2358,707
2011-02-15,2369,707
2011-02-16,2389,343
2011-02-17,2402,682
2011-02-18,2386,691
2011-02-19,2428,699
2011-02-20,2442,709
2011-02-21,2431,696
2011-02-22,2423,696
2011-02-23,2414,677
2011-02-24,2403,680
2011-02-25,2400,673
2011-02-26,2429,677
2011-02-27,2409,681
2011-02-28,2389,663
2011-03-01,2373,676
2011-03-02,2386,682
2011-03-03,2393,677
2011-03-04,2402,658
2011-03-05,2424,654
2011-03-06,2328,674
2011-03-07,2158,650
2011-03-08,2390,649
2011-03-09,2372,644
2011-03-10,2365,639
2011-03-11,2374,650
2011-03-12,2428,665
2011-03-13,2441,679
2011-03-14,2398,658
2011-03-15,2389,653
2011-03-16,2366,660
2011-03-17,2373,658
2011-03-18,2386,651
2011-03-19,2421,667
2011-03-20,2413,665
2011-03-21,2375,653
2011-03-22,2371,664
2011-03-23,2366,648
2011-03-24,2399,647
2011-03-25,2390,646
2011-03-26,2398,662
2011-03-27,2426,660
2011-03-28,2385,649
2011-03-29,2383,659
2011-03-30,2360,646
2011-03-31,2350,655
2011-04-01,2366,647
2011-04-02,2395,647
2011-04-03,2422,646
2011-04-04,2393,641
2011-04-05,2370,627
2011-04-06,2397,651
2011-04-07,2373,645
2011-04-08,2378,638
2011-04-09,2410,646
2011-04-10,2424,641
2011-04-11,2372,638
2011-04-12,2377,635
2011-04-13,2391,629
2011-04-14,2387,626
2011-04-15,2407,616
2011-04-16,2436,638
2011-04-17,2438,637
2011-04-18,2410,623
2011-04-19,2398,621
2011-04-20,2386,620
2011-04-21,2384,618
2011-04-22,2387,616
2011-04-23,2373,612
2011-04-24,2374,609
2011-04-25,2376,607
2011-04-26,2396,620
2011-04-27,2371,540
2011-04-28,2361,617
2011-04-29,2376,618
2011-04-30,2387,618
2011-05-01,2394,622
2011-05-02,2406,609
2011-05-03,2376,597
2011-05-04,2370,606
2011-05-05,2359,609
2011-05-06,2378,603
2011-05-07,2416,613
2011-05-08,2416,609
2011-05-09,2376,613
2011-05-10,2374,614
2011-05-11,2365,605
2011-05-12,2371,604
2011-05-13,2365,609
2011-05-14,2387,627
2011-05-15,2422,630
2011-05-16,2376,609
2011-05-17,2351,606
2011-05-18,2345,610
2011-05-19,2353,623
2011-05-20,2381,627
2011-05-21,2380,633
2011-05-22,2366,642
2011-05-23,2340,627
2011-05-24,2327,634
2011-05-25,2304,632
2011-05-26,2302,646
2011-05-27,2301,616
2011-05-28,2320,615
2011-05-29,2314,619
2011-05-30,2268,620
2011-05-31,2271,620
2011-06-01,2345,640
2011-06-02,2499,660
2011-06-03,2520,661
2011-06-04,2556,671
2011-06-05,2581,673
2011-06-06,2570,672
2011-06-07,2586,673
2011-06-08,2586,690
2011-06-09,2617,680
2011-06-10,2609,683
2011-06-11,2603,673
2011-06-12,2605,679
2011-06-13,2655,676
2011-06-14,2629,673
2011-06-15,2610,671
2011-06-16,2588,662
2011-06-17,2588,653
2011-06-18,2616,663
2011-06-19,2635,676
2011-06-20,2597,674
2011-06-21,2586,671
2011-06-22,2613,680
2011-06-23,2601,563
2011-06-24,2598,676
2011-06-25,2616,669
2011-06-26,2611,683
2011-06-27,2568,659
2011-06-28,2567,666
2011-06-29,2550,661
2011-06-30,2557,660
2011-07-01,2583,666
2011-07-02,2583,667
2011-07-03,2597,667
2011-07-04,2565,649
2011-07-05,2557,666
2011-07-06,2576,674
2011-07-07,2588,676
2011-07-08,2596,678
2011-07-09,2611,692
2011-07-10,2617,680
2011-07-11,2573,664
2011-07-12,2568,664
2011-07-13,2547,677
2011-07-14,2545,670
2011-07-15,2554,663
2011-07-16,2567,680
2011-07-17,2583,672
2011-07-18,2576,663
2011-07-19,2583,675
2011-07-20,2564,678
2011-07-21,2568,687
2011-07-22,2555,674
2011-07-23,2572,666
2011-07-24,2569,671
2011-07-25,2549,553
2011-07-26,2552,547
2011-07-27,2551,665
2011-07-28,2561,661
2011-07-29,2537,660
2011-07-30,2563,622
2011-07-31,2549,
2011-08-01,2531,
2011-08-02,2530,
2011-08-03,2524,
2011-08-04,2539,
2011-08-05,2534,
2011-08-06,2558,
2011-08-07,2554,686
2011-08-08,2548,663
2011-08-09,2538,664
2011-08-10,2519,645
2011-08-11,2505,647
2011-08-12,2508,656
2011-08-13,2523,655
2011-08-14,2549,647
2011-08-15,2541,657
2011-08-16,2542,651
2011-08-17,2544,651
2011-08-18,2532,649
2011-08-19,2531,628
2011-08-20,2537,623
2011-08-21,2519,633
2011-08-22,2497,625
2011-08-23,2473,622
2011-08-24,2471,611
2011-08-25,2493,634
2011-08-26,2493,609
2011-08-27,2514,626
2011-08-28,2495,609
2011-08-29,2490,607
2011-08-30,2488,606
2011-08-31,2512,615
2011-09-01,2504,624
2011-09-02,2508,631
2011-09-03,2515,626
2011-09-04,2507,632
2011-09-05,2492,626
2011-09-06,2492,625
2011-09-07,2476,638
2011-09-08,2466,630
2011-09-09,2477,628
2011-09-10,2487,632
2011-09-11,2513,633
2011-09-12,2473,627
2011-09-13,2474,623
2011-09-14,2485,619
2011-09-15,2495,658
2011-09-16,2490,697
2011-09-17,2515,675
2011-09-18,2508,663
2011-09-19,2479,648
2011-09-20,2481,647
2011-09-21,2504,645
2011-09-22,2490,636
2011-09-23,2489,626
2011-09-24,2509,618
2011-09-25,2516,638
2011-09-26,2508,630
2011-09-27,2500,617
2011-09-28,2484,626
2011-09-29,2462,638
2011-09-30,2477,625
2011-10-01,2511,629
2011-10-02,2500,645
2011-10-03,2456,635
2011-10-04,2452,625
2011-10-05,2473,631
2011-10-06,2443,648
2011-10-07,2442,646
2011-10-08,2462,643
2011-10-09,2483,644
2011-10-10,2460,644
2011-10-11,2437,636
2011-10-12,2437,634
2011-10-13,2389,631
2011-10-14,2348,635
2011-10-15,2360,637
2011-10-16,2367,633
2011-10-17,2324,615
2011-10-18,2315,616
2011-10-19,2335,637
2011-10-20,2333,635
2011-10-21,2319,629
2011-10-22,2338,635
2011-10-23,2382,634
2011-10-24,2354,637
2011-10-25,2371,634
2011-10-26,2383,657
2011-10-27,2390,646
2011-10-28,2369,653
2011-10-29,2352,499
2011-10-30,2367,627
2011-10-31,2366,643
2011-11-01,2385,674
2011-11-02,2387,599
2011-11-03,2397,512
2011-11-04,2378,647
2011-11-05,2365,642
2011-11-06,2379,658
2011-11-07,2355,647
2011-11-08,2342,646
2011-11-09,2319,640
2011-11-10,2318,634
2011-11-11,2323,645
2011-11-12,2343,641
2011-11-13,2355,634
2011-11-14,2360,635
2011-11-15,2383,637
2011-11-16,2408,646
2011-11-17,2371,652
2011-11-18,2397,656
2011-11-19,2407,674
2011-11-20,2414,679
2011-11-21,2376,673
2011-11-22,2393,675
2011-11-23,2419,717
2011-11-24,2397,728
2011-11-25,2358,613
2011-11-26,2419,668
2011-11-27,2436,762
2011-11-28,2392,758
2011-11-29,2377,755
2011-11-30,2390,768
2011-12-01,2404,760
2011-12-02,2392,762
2011-12-03,2416,775
2011-12-04,2445,771
2011-12-05,2442,769
2011-12-06,2425,787
2011-12-07,2425,790
2011-12-08,2420,784
2011-12-09,2424,771
2011-12-10,2449,779
2011-12-11,2469,778
2011-12-12,2446,768
2011-12-13,2432,788
2011-12-14,2430,793
2011-12-15,2428,790
2011-12-16,2447,792
2011-12-17,2450,797
2011-12-18,2470,791
2011-12-19,2435,778
2011-12-20,2416,787
2011-12-21,2413,786
2011-12-22,2435,767
2011-12-23,2436,757
2011-12-24,2425,743
2011-12-25,2412,739
2011-12-26,2412,698
2011-12-27,2432,795
2011-12-28,2427,774
2011-12-29,2430,779
2011-12-30,2452,789
2011-12-31,2435,781
2012-01-01,2454,784
2012-01-02,2499,802
2012-01-03,2520,818
2012-01-04,2528,819
2012-01-05,2516,815
2012-01-06,2515,817
2012-01-07,2315,804
2012-01-08,2435,718
2012-01-09,2433,663
2012-01-10,2452,702
2012-01-11,2327,768
2012-01-12,2461,829
2012-01-13,2524,823
2012-01-14,2562,818
2012-01-15,2577,816
2012-01-16,2560,822
2012-01-17,2475,836
2012-01-18,2594,845
2012-01-19,2587,841
2012-01-20,2638,840
2012-01-21,2689,838
2012-01-22,2705,854
2012-01-23,2557,861
2012-01-24,2575,877
2012-01-25,2584,880
2012-01-26,2586,878
2012-01-27,2627,879
2012-01-28,2651,873
2012-01-29,2665,866
2012-01-30,2631,833
2012-01-31,2628,847
2012-02-01,2668,851
2012-02-02,2682,851
2012-02-03,2701,839
2012-02-04,2761,839
2012-02-05,2804,869
2012-02-06,2770,860
2012-02-07,2744,875
2012-02-08,2749,871
2012-02-09,2766,872
2012-02-10,2776,880
2012-02-11,2839,914
2012-02-12,2880,1001
2012-02-13,2872,1046
2012-02-14,2871,1075
2012-02-15,2860,1071
2012-02-16,2872,1065
2012-02-17,2858,1070
2012-02-18,2886,1066
2012-02-19,2906,1067
2012-02-20,2878,1059
2012-02-21,2873,1078
2012-02-22,2891,1082
2012-02-23,2861,1062
2012-02-24,2861,1062
2012-02-25,2882,1068
2012-02-26,2896,1074
2012-02-27,2844,1085
2012-02-28,2865,1106
2012-02-29,2849,1090
2012-03-01,2869,1090
2012-03-02,2861,1078
2012-03-03,2887,1072
2012-03-04,2919,1077
2012-03-05,2894,1070
2012-03-06,2917,977
2012-03-07,2901,947
2012-03-08,2900,941
2012-03-09,2877,937
2012-03-10,2902,944
2012-03-11,2895,959
2012-03-12,2866,943
2012-03-13,2854,951
2012-03-14,2848,944
2012-03-15,2846,925
2012-03-16,2845,927
2012-03-17,2875,935
2012-03-18,2905,947
2012-03-19,2878,940
2012-03-20,2847,953
2012-03-21,2816,961
2012-03-22,2829,966
2012-03-23,2829,987
2012-03-24,2864,986
2012-03-25,2885,999
2012-03-26,2846,998
2012-03-27,2835,1008
2012-03-28,2833,1011
2012-03-29,2833,1007
2012-03-30,2828,1014
2012-03-31,2883,1022
2012-04-01,2909,1027
2012-04-02,2900,1025
2012-04-03,2900,1042
2012-04-04,2932,1054
2012-04-05,2927,1046
2012-04-06,2918,1047
2012-04-07,2929,1037
2012-04-08,2940,1033
2012-04-09,2935,1055
2012-04-10,2911,1061
2012-04-11,2903,1064
2012-04-12,2888,1052
2012-04-13,2905,1049
2012-04-14,2931,1044
2012-04-15,2932,1051
2012-04-16,2905,1061
2012-04-17,2875,1064
2012-04-18,2864,1069
2012-04-19,2876,1071
2012-04-20,2851,1064
2012-04-21,2872,1055
2012-04-22,2896,1070
2012-04-23,2877,1065
2012-04-24,2887,1078
2012-04-25,2904,970
2012-04-26,2910,930
2012-04-27,2906,929
2012-04-28,2927,691
2012-04-29,2920,883
2012-04-30,2927,919
2012-05-01,2977,940
2012-05-02,2977,923
2012-05-03,2973,926
2012-05-04,2972,928
2012-05-05,3008,928
2012-05-06,3017,932
2012-05-07,2970,942
2012-05-08,2937,951
2012-05-09,2951,949
2012-05-10,2956,964
2012-05-11,2946,964
2012-05-12,2970,965
2012-05-13,2985,962
2012-05-14,2963,958
2012-05-15,2945,964
2012-05-16,2961,966
2012-05-17,2981,961
2012-05-18,2924,976
2012-05-19,2899,969
2012-05-20,2911,967
2012-05-21,2867,979
2012-05-22,2861,981
2012-05-23,2869,974
2012-05-24,2864,968
2012-05-25,2869,975
2012-05-26,2889,976
2012-05-27,2883,980
2012-05-28,2888,993
2012-05-29,2870,991
2012-05-30,2875,989
2012-05-31,2882,996
2012-06-01,2900,990
2012-06-02,2899,987
2012-06-03,2923,981
2012-06-04,2932,981
2012-06-05,2934,992
2012-06-06,2941,990
2012-06-07,2932,986
2012-06-08,2924,988
2012-06-09,2920,974
2012-06-10,2944,977
2012-06-11,2941,982
2012-06-12,2943,993
2012-06-13,2930,981
2012-06-14,2909,968
2012-06-15,2915,979
2012-06-16,2945,989
2012-06-17,2953,972
2012-06-18,2946,952
2012-06-19,2941,961
2012-06-20,2952,972
2012-06-21,2949,980
2012-06-22,2958,978
2012-06-23,2966,984
2012-06-24,3013,1003
2012-06-25,2987,994
2012-06-26,2981,1000
2012-06-27,2981,1000
2012-06-28,2978,988
2012-06-29,2955,981
2012-06-30,2929,979
2012-07-01,2964,977
2012-07-02,2967,1002
2012-07-03,2982,1011
2012-07-04,2975,1011
2012-07-05,2978,991
2012-07-06,2996,990
2012-07-07,2986,975
2012-07-08,3000,971
2012-07-09,3003,982
2012-07-10,3002,993
2012-07-11,2968,985
2012-07-12,2970,992
2012-07-13,2988,985
2012-07-14,3012,983
2012-07-15,3032,985
2012-07-16,3036,986
2012-07-17,3017,1008
2012-07-18,3008,1007
2012-07-19,2999,1001
2012-07-20,3000,987
2012-07-21,3021,984
2012-07-22,3039,983
2012-07-23,3036,998
2012-07-24,3006,988
2012-07-25,3011,990
2012-07-26,3007,986
2012-07-27,3001,990
2012-07-28,3023,983
2012-07-29,3038,980
2012-07-30,3034,997
2012-07-31,3022,1009
2012-08-01,3040,1006
2012-08-02,3019,1012
2012-08-03,2978,1018
2012-08-04,2983,1006
2012-08-05,3014,1009
2012-08-06,3026,1027
2012-08-07,3039,1035
2012-08-08,3034,1040
2012-08-09,3043,1036
2012-08-10,3039,1036
2012-08-11,3059,1028
2012-08-12,3082,1023
2012-08-13,3079,1040
2012-08-14,3073,1051
2012-08-15,3052,1044
2012-08-16,3032,1033
2012-08-17,3025,1029
2012-08-18,3044,1030
2012-08-19,3034,1030
2012-08-20,3034,1035
2012-08-21,3045,1052
2012-08-22,3044,1056
2012-08-23,3060,1052
2012-08-24,3056,1033
2012-08-25,3054,1032
2012-08-26,3080,1037
2012-08-27,3041,1057
2012-08-28,3060,1063
2012-08-29,3058,1051
2012-08-30,3040,1056
2012-08-31,3062,1060
2012-09-01,3091,1062
2012-09-02,3087,1071
2012-09-03,3073,1066
2012-09-04,3073,1072
2012-09-05,3061,1062
2012-09-06,3041,1060
2012-09-07,3067,1059
2012-09-08,3082,1040
2012-09-09,3092,1053
2012-09-10,3093,1064
2012-09-11,3117,1069
2012-09-12,3093,1065
2012-09-13,3076,995
2012-09-14,3094,986
2012-09-15,3114,985
2012-09-16,3057,985
2012-09-17,2988,995
2012-09-18,2988,1011
2012-09-19,2967,1011
2012-09-20,2961,1014
2012-09-21,2951,1017
2012-09-22,2940,1017
2012-09-23,2944,1020
2012-09-24,2913,1026
2012-09-25,2893,1023
2012-09-26,2877,1014
2012-09-27,2868,1012
2012-09-28,2896,1016
2012-09-29,2916,1015
2012-09-30,2913,1017
2012-10-01,2921,1019
2012-10-02,2912,1035
2012-10-03,2952,1028
2012-10-04,2947,1021
2012-10-05,2950,1007
2012-10-06,2943,1005
2012-10-07,2933,1006
2012-10-08,2915,1014
2012-10-09,2923,1029
2012-10-10,2914,1035
2012-10-11,2894,1029
2012-10-12,2894,1021
2012-10-13,2916,1019
2012-10-14,2929,1022
2012-10-15,2937,1019
2012-10-16,2952,1033
2012-10-17,2960,1044
2012-10-18,2955,1038
2012-10-19,2964,1029
2012-10-20,2970,1036
2012-10-21,2966,1032
2012-10-22,2978,1046
2012-10-23,3000,1048
2012-10-24,2996,1045
2012-10-25,2991,1042
2012-10-26,2985,1044
2012-10-27,3004,1048
2012-10-28,2999,1041
2012-10-29,2958,1045
2012-10-30,2920,1028
2012-10-31,2925,1033
2012-11-01,2957,1059
2012-11-02,2975,1050
2012-11-03,3002,1048
2012-11-04,3003,1049
2012-11-05,2987,1061
2012-11-06,2968,1071
2012-11-07,2982,1067
2012-11-08,2973,1073
2012-11-09,2986,1060
2012-11-10,3015,1074
2012-11-11,3035,1069
2012-11-12,3008,1079
2012-11-13,3022,1068
2012-11-14,3132,1065
2012-11-15,3139,1065
2012-11-16,3066,1069
2012-11-17,3060,1065
2012-11-18,3051,1063
2012-11-19,3028,1067
2012-11-20,3024,1073
2012-11-21,3031,1069
2012-11-22,3011,1067
